"RELATION,LEFTTERM,RIGHTTERM,COUNT"
"synonym,model view update,MVU,1"
"synonym,better world fund,BWF,1"
"synonym,memorandum of understanding,MOU,1"
"synonym,solid state lighting,SSL,1"
"synonym,treasury enterprise architecture framework,TEAF,1"
"synonym,information exchange,autonomous_drones,1"
"sibling,mobile phones,text_messaging,1"
"sibling,UAS,UAV,1"
"ancestor,JVM,memory_usage,1"
"synonym,acoustic doppler current profiler,ADCP,1"
"synonym,mesoscale lightning experiment,MLE,1"
"synonym,south china block,SCB,1"
"sibling,JMS,WCF,1"
"sibling,small drones,model_aircraft,1"
"synonym,partial dynamical symmetry,PDS,1"
"ancestor,XML,SOAP,1"
"synonym,most significant byte,MSB,1"
"synonym,electric optical,EO,1"
"synonym,urban beat cop,UBC,1"
"synonym,sudbury igneous complex,SIC,1"
"synonym,scanning electron microscopy,SEM,1"
"ancestor,alert rule,general_characteristics,1"
"sibling,LANs,WANs,1"
"synonym,idaho national laboratory,INL,1"
"synonym,electronic ldentification tag,ElT,1"
"synonym,ACTD,advanced_concept_technology_demonstration,1"
"synonym,federal aviation adminstration,FAA,1"
"synonym,pseudotachylitic breccia,PTB,1"
"sibling,durable frame,headless_mode,1"
"synonym,critical success index,CSI,1"
"synonym,dryden flight research center,DFRC,1"
"synonym,ground sensor management unit,GSMU,1"
"sibling,command line interface,xml_based,1"
"sibling,disease monitoring,precision_spraying,1"
"synonym,auxiliary power unit,APU,1"
"synonym,presentation tier,web_server,1"
"synonym,administrative law judge,ALJ,1"
"synonym,tectonic earthquake swarms,TES,1"
"synonym,maximal steady state power,MSSP,1"
"sibling,agricultural surveys,search_and_rescue,1"
"sibling,MEMS,smart_materials,1"
"synonym,airborne early warning,AEW,1"
"synonym,butcher ridge igneous complex,BRIC,1"
"ancestor,safety oversight,small_uas,1"
"synonym,maintenance resource management,MRM,1"
"synonym,type certificate data sheet,TCDS,1"
"synonym,instrument proficiency check,IPC,1"
"synonym,normal difference vegetation index,NDVI,1"
"ancestor,JMS,ibm_websphere,1"
"synonym,general civil aviation authority,GCAA,1"
"synonym,battery elimination circuit,BEC,1"
"sibling,al qaeda,ISIS,1"
"synonym,floating car data,FCD,1"
"ancestor,LAANC,technology_enhancements,1"
"sibling,news feeds,content_syndication,1"
"synonym,operating systems,OSs,1"
"synonym,advisory rulemaking committee,ARC,1"
"synonym,technical work plan,TWP,1"
"synonym,civil engineers,ICE,1"
"synonym,vapor injection,VI,1"
"sibling,strike slip,reverse_fault,1"
"sibling,augmented reality,virtual_reality,1"
"synonym,message oriented middleware,MoM,1"
"synonym,decentralized model predictive control,DMPC,1"
"sibling,dslr cameras,propeller_guards,1"
"synonym,field operations device drivers,FODDs,1"
"ancestor,FAA,LAANC,1"
"synonym,micro uavs,unmanned_aerial_vehicles,1"
"sibling,crop scouting,disease_monitoring,1"
"synonym,switchblade suav,small_unmanned_aircraft_system,1"
"sibling,toy guns,remote_controlled,1"
"synonym,intelligent aerospace radio team,IART,1"
"synonym,system on chip,SoC,1"
"synonym,technology exploration unit,TEU,1"
"sibling,bituminous coal,natural_gas,1"
"sibling,federal regulations,privacy_concerns,1"
"sibling,reduce risk,lower_costs,1"
"synonym,aircraft landing dynamics facility,ALDF,1"
"synonym,independence transportation center,ITC,1"
"synonym,computed tomography,CT,1"
"synonym,maximum passive extension,MPE,1"
"sibling,DBMSs,ERP,1"
"synonym,unmanned aircraft,model_aircraft,1"
"sibling,risk management,program_management,1"
"synonym,mobile network operator,MNO,1"
"synonym,humanitarian policy group,HPG,1"
"synonym,agile model driven development,AMDD,1"
"synonym,application program interface,API,1"
"sibling,dji spark,wingsland_s6,1"
"synonym,intelligence community,IC,1"
"synonym,department of aviation,DOAV,1"
"synonym,networking protocols,bluetooth_le,1"
"synonym,gnu compiler collection,GCC,1"
"synonym,new madrid seismic zone,NMSZ,1"
"synonym,new senator caldera,NSC,1"
"synonym,aircraft flight manual,AFM,1"
"synonym,video transmitter,VTX,1"
"synonym,inverse modeling,IM,1"
"synonym,flight risk assessment tool,FRAT,1"
"synonym,table of contents,TOC,1"
"ancestor,key features,vortex_formation,1"
"synonym,high dynamic range,HDR,1"
"sibling,CV,AV,1"
"synonym,DOT,FAA,1"
"sibling,ground control systems,data_links,1"
"ancestor,technical solutions,geo_fencing,1"
"synonym,japanese high pressure gas safety act,JHPGSA,1"
"synonym,africanized honey bees,AHBs,1"
"synonym,light medium tactical vehicles,LMTV,1"
"synonym,municipal waste combustor,MWC,1"
"synonym,ontario provincial police,OPP,1"
"synonym,uav navigation,UAVN,1"
"synonym,IFR,instrument_flight_rules,1"
"synonym,emergency operations center,EOC,1"
"synonym,liberal democratic party,LDP,1"
"synonym,hosted shared desktop,HSD,1"
"synonym,space situational awareness,SSA,1"
"synonym,air navigation order,ANO,1"
"synonym,european central bank,ECB,1"
"synonym,electric field instrument,EFI,1"
"synonym,virtual reality scene generator,VRSG,1"
"synonym,high availability,active_active,1"
"synonym,common internet file services,CIFS,1"
"synonym,saint helena,SH,1"
"synonym,software defined radios,SDR,1"
"synonym,flight training affiliate,FTA,1"
"synonym,legacy management,LM,1"
"ancestor,panama canal,seaway_management,1"
"sibling,MSMQ,SOAP,1"
"synonym,incremental social learning,ISL,1"
"synonym,ground control interface,GCI,1"
"synonym,single objective particle swarm optimizer,SOPSO,1"
"synonym,national ambient air quality standards,NAAQS,1"
"synonym,small transport aircraft technology,STAT,1"
"synonym,web services management,WSM,1"
"synonym,partially observable markov decision processes,POMDP,1"
"synonym,SLAs,service_level_agreement,1"
"synonym,inversion of control,IoC,1"
"ancestor,launch files,live_demos,1"
"synonym,integrated communications systems model,ICSM,1"
"synonym,mine countermeasure,MCM,1"
"ancestor,drone swarms,emerging_technologies,1"
"synonym,synergistic unmanned manned intelligent teaming,Sumit,1"
"synonym,remotely operated vehicles,ROV,1"
"ancestor,commercial purposes,real_estate_agents,1"
"synonym,law enforcement intelligence units,LEIU,1"
"synonym,motion base simulator,MBS,1"
"synonym,remote controlled weapon system,RCWS,1"
"synonym,air route traffic control center,ARTCC,1"
"synonym,indian space research organisation,ISRO,1"
"ancestor,radio systems,wi_fi,1"
"synonym,military operations areas,MOAs,1"
"synonym,security content automation protocol,SCAP,1"
"synonym,emerging nondestructive inspection,NDI,1"
"synonym,battle management,BM,1"
"ancestor,and energy,autonomous_vessels,1"
"synonym,civil operations,rpas_civops,1"
"synonym,intelligent drone systems,IDS,1"
"synonym,extra battery,$109,1"
"synonym,information management system,IMS,1"
"sibling,jammer guns,anti_drone,1"
"sibling,web sites,IP,1"
"synonym,wireless mesh network,WMN,1"
"synonym,static random access memory,SRAM,1"
"synonym,medium range mobile,MRM,1"
"synonym,marine air ground task force,MAGTF,1"
"synonym,european airspace,ULTRA,1"
"synonym,operational risk management,ORM,1"
"ancestor,valid military objectives,aqap_leaders,1"
"ancestor,weather conditions,external_factors,1"
"synonym,stakeholder relevance statement,SRS,1"
"sibling,night waivers,beyond_visual_line_of_sight,1"
"sibling,air traffic control,coastal_surveillance,1"
"synonym,remote piloted aircraft systems,RPAS,1"
"synonym,future airborne capability environment,FACE,1"
"sibling,wildlife conservation,aerial_photography,1"
"synonym,SOA,service_oriented_architecture,1"
"synonym,health information service provider,HISP,1"
"ancestor,terminal emulation,TTY,1"
"synonym,transportation as a service,TaaS,1"
"synonym,unmanned aerial vehicles,UAVS,1"
"ancestor,operational concepts,littoral_operations,1"
"synonym,technical evaluation team,TET,1"
"ancestor,""$25,000"",PIX4D,1"
"synonym,air navigation service providers,ANSP,1"
"synonym,agar surfaces,robust_swarmers,1"
"synonym,application identifiers,AIs,1"
"sibling,trace element,sr_isotope,1"
"ancestor,operating system,windows_xp,1"
"synonym,civil aviation,DCA,1"
"sibling,NSA,GCHQ,1"
"synonym,SHENZHEN,H.K,1"
"synonym,moving target indicator,MTI,1"
"sibling,proxy servers,dns_servers,1"
"sibling,water levels,visibility_conditions,1"
"synonym,RPAs,remotely_piloted_aircrafts,1"
"sibling,xiro xplorer mini,parrot_bebop,1"
"synonym,international risk management institute,IRMI,1"
"synonym,oracle partner network,OPN,1"
"synonym,swarm technology,LOCUST,1"
"sibling,MSPs,IT,1"
"synonym,federal register notice,FRN,1"
"synonym,advanced systems laboratory,ATAS,1"
"synonym,controller managed spacing,CMS,1"
"sibling,UAM,UTM,1"
"synonym,commercial vehicle operations,CVO,1"
"sibling,KDOT,private_sector,1"
"sibling,MISO,MIMO,1"
"synonym,japan air self defense force,JASDF,1"
"synonym,unmanned aviation system,UAS,1"
"synonym,natick soldier system center,NSSC,1"
"synonym,committee on publication ethics,COPE,1"
"synonym,UNICEF,hong_kong,1"
"synonym,overseas development institute,ODI,1"
"synonym,distributed system architecture,DSA,1"
"synonym,area control centers,ACCs,1"
"synonym,compact fluorescent lamp,CFL,1"
"synonym,internet explorer,IE,1"
"synonym,precision agriculture,PA,1"
"sibling,electric cars,consumer_electronics,1"
"sibling,position hold,waypoint_mapping,1"
"ancestor,NSA,intelligence_agencies,1"
"synonym,of aviation medicine,AAM,1"
"synonym,behavior driven development,BDD,1"
"ancestor,video analytics,object_counting,1"
"synonym,mobile launcher,ML,1"
"synonym,sport pilot certified flight instructor,CFIS,1"
"synonym,hydrogen release compound,HRC,1"
"synonym,rapid refresh,RAP,1"
"ancestor,NAS,UAS,1"
"ancestor,specific ports,FTP,1"
"synonym,joint model,JM,1"
"synonym,HOURS,EST,1"
"synonym,ultra short baseline,USBL,1"
"synonym,federal aviation regulation,FAR,1"
"synonym,visual testing,VT,1"
"synonym,alliance ground surveillance,AGS,1"
"ancestor,relevant information,operations_manual,1"
"synonym,landing craft utility,LCU,1"
"synonym,saurashtra peninsula,SP,1"
"synonym,guinea bissau,GW,1"
"synonym,capacity planning tool,CPT,1"
"synonym,universal device socket,UDS,1"
"synonym,attenuation correction,AC,1"
"ancestor,JConsole,hotspot_vm,1"
"sibling,interview question,oracle_fusion_middleware_webcenter,1"
"sibling,CO2,nox_emissions,1"
"synonym,dense rock equivalent,DRE,1"
"synonym,united states border patrol,USBP,1"
"ancestor,return to home,operational_modes,1"
"synonym,computer science,CS,1"
"ancestor,demonstration range facility,UAS,1"
"synonym,hawaiian dredging construction company,HDCC,1"
"sibling,multi stream,multi_port,1"
"synonym,oracle mangement server,OMS,1"
"synonym,indicated air speed,IAS,1"
"sibling,flight restrictions,weather_related,1"
"synonym,just in time architecture,JITA,1"
"ancestor,rising global,frida_escobedo,1"
"sibling,R&D,field_operations,1"
"synonym,common data bus,CDB,1"
"sibling,cpu usage,memory_usage,1"
"synonym,russian federation,RU,1"
"synonym,UTM,PODIUM,1"
"ancestor,unmanned aircraft,delivery_drones,1"
"sibling,aerial photography,aerial_video,1"
"synonym,air service navigation provider,ASNP,1"
"synonym,local processing office,LPO,1"
"sibling,foreign military,law_enforcement,1"
"sibling,satellite navigation,IMU,1"
"synonym,american personal communications,APC,1"
"ancestor,environmental screening,highly_accelerated_life_testing,1"
"synonym,draper small autonomous aerial vehicle,DSAAV,1"
"ancestor,IT,HTML,1"
"ancestor,infrared camera,high_tech,1"
"synonym,the original series,TOS,1"
"sibling,TAF,METAR,1"
"synonym,radar cross section,RCS,1"
"synonym,caicos islands,TC,1"
"synonym,post processed kinematics,PPK,1"
"synonym,android runtime,ART,1"
"synonym,digital pressure monitor,DPM,1"
"synonym,competitive particle growth,CPG,1"
"synonym,tactical ground station,TGS,1"
"sibling,SOA,OSB,1"
"synonym,control station,CS,1"
"sibling,ETL,ssis_package,1"
"synonym,incident management teams,IMT,1"
"synonym,radio television digital news association,RTDNA,1"
"sibling,communication towers,satellite_dishes,1"
"synonym,portable ground data terminals,PGDT,1"
"synonym,boston consulting group,BCG,1"
"synonym,remote desktop protocol,RDP,1"
"synonym,common platform enumeration,CPE,1"
"synonym,tri services standoff attack missile,TSSAM,1"
"synonym,service providers,USS,1"
"synonym,discrete fourier transform,DFT,1"
"sibling,powerful motors,headless_mode,1"
"ancestor,b2b drone events,trade_shows,1"
"ancestor,extra features,dslr_cameras,1"
"sibling,government agencies,search_and_rescue,1"
"sibling,CTS,RTS,1"
"ancestor,industry standards,STANAG,1"
"ancestor,related fields,automated_driving,1"
"synonym,white sands missile range,WSMR,1"
"synonym,service level agreements,SLA,1"
"synonym,sound exposure levels,SEL,1"
"synonym,pre commercial procurement,PCP,1"
"synonym,acoustic doppler velocimeter,ADV,1"
"ancestor,app stores,parrot_ar,1"
"synonym,LCC,life_cycle_cost,1"
"synonym,unmanned arial vehicles,UAVs,1"
"synonym,dedicated short range communication,DSRC,1"
"sibling,content types,response_codes,1"
"synonym,integrated resilient aircraft control,IRAC,1"
"synonym,lynx sar,synthetic_aperture_radar,1"
"synonym,flight restricted zone,FRZ,1"
"synonym,shure audio institute,SAI,1"
"synonym,airport community ecology,ACE,1"
"synonym,night vision goggle,NVG,1"
"ancestor,virtual pbx,virtual_voicemail,1"
"synonym,jet bubbling reactor,JBR,1"
"synonym,post traumatic stress disorder,PTSD,1"
"ancestor,open source licenses,ASL,1"
"synonym,deep learning institute,DLI,1"
"synonym,silica saturated olivine tholeiite,SSOT,1"
"synonym,resource description framework,RDF,1"
"synonym,airborne tactical server,ATS,1"
"ancestor,fail safes,safety_features,1"
"synonym,content based routing,CBR,1"
"synonym,ground station,GS,1"
"synonym,service level agreement,SLA,1"
"synonym,man in the middle,MITM,1"
"sibling,ASAP,FOQA,1"
"synonym,multi threat detection system,MTDS,1"
"synonym,single european sky atm research,SESAR,1"
"synonym,loitering munition capability demonstration,LMCD,1"
"synonym,portable ground control station,PGCS,1"
"sibling,HYWINGS,FLIR,1"
"synonym,of personnel management,OPM,1"
"ancestor,GCHQ,intelligence_agencies,1"
"ancestor,pricier models,dji_spark,1"
"synonym,american mobile satellite corporation,AMSC,1"
"ancestor,crime scenes,fatal_accidents,1"
"synonym,columbia river basalt group,CRBG,1"
"sibling,target tracking,gps_denied,1"
"synonym,special air traffic rules,SATR,1"
"sibling,fertilizer spraying,pesticide_spraying,1"
"synonym,PDB,power_distribution_board,1"
"synonym,battle management system,BMS,1"
"synonym,very high altitude propulsion system,VHAPS,1"
"synonym,mixed reality,MR,1"
"synonym,commercial aviation safety team,CAST,1"
"ancestor,solving complex,load_balancing,1"
"sibling,barricade situations,hazardous_materials,1"
"synonym,satellite ground data terminals,SGDT,1"
"sibling,chess dynamics,enterprise_control_systems,1"
"synonym,physical cell identities,PCIs,1"
"synonym,all intra,AI,1"
"synonym,status report,PDF,1"
"synonym,autonomous undersea vehicle,AUV,1"
"synonym,information architecture institute,IAI,1"
"synonym,unmanned traffic management,UTMs,1"
"synonym,airborne laser scanning,ALS,1"
"synonym,autonomous flight rules,AFR,1"
"synonym,""$5,000"",CAD,1"
"synonym,very low altitude,VLA,1"
"synonym,transportation security agency,TSA,1"
"synonym,ground wire,GW,1"
"sibling,package delivery,infrastructure_inspection,1"
"sibling,rest web services,rest_api,1"
"ancestor,dji phantom,similar_setups,1"
"synonym,global war on terror,GWOT,1"
"synonym,carbon dioxide,CO2,1"
"sibling,higher level,domain_specific,1"
"synonym,electronic flight bags,EFB,1"
"ancestor,industry leader,border_states,1"
"synonym,oracle call interface,OCI,1"
"ancestor,end users,air_traffic_control,1"
"sibling,UART,SPI,1"
"ancestor,public universities,public_entities,1"
"synonym,pacific northwest seismic network,PNSN,1"
"synonym,content security policy,CSP,1"
"synonym,high arctic large igneous province,HALIP,1"
"synonym,shuttle landing facility,SLF,1"
"synonym,certificate of authorization,COAs,1"
"sibling,law enforcement,disaster_relief,1"
"synonym,lesser general public license,LGPL,1"
"synonym,general aviation turbine engine,GATE,1"
"synonym,convective initiation,CI,1"
